chamado_1,chamado_2,label,score
13587,13546,youre fast approaching your api cal ≈ cancelamento preventiva duplicada,50.07
13587,13481,youre fast approaching your api cal ≈ your daily monitor summary mar 4 ma,61.32
13587,13414,youre fast approaching your api cal ≈ your daily monitor summary mar 3 ma,61.29
13587,13348,youre fast approaching your api cal ≈ your daily monitor summary mar 2 ma,61.53
13587,13315,youre fast approaching your api cal ≈ your daily monitor summary mar 1 ma,61.77
13587,13282,youre fast approaching your api cal ≈ your daily monitor summary feb 28 m,62.18
13587,13274,youre fast approaching your api cal ≈ cancelamento oss,51.03
13587,13269,youre fast approaching your api cal ≈ your daily monitor summary feb 27 f,62.61
13587,13261,youre fast approaching your api cal ≈ your daily monitor summary feb 26 f,62.44
13587,13258,youre fast approaching your api cal ≈ your daily monitor summary feb 25 f,62.28
13587,13251,youre fast approaching your api cal ≈ your daily monitor summary feb 24 f,62.57
13587,13245,youre fast approaching your api cal ≈ your daily monitor summary feb 23 f,62.15
13587,13243,youre fast approaching your api cal ≈ your daily monitor summary feb 22 f,62.31
13587,13242,youre fast approaching your api cal ≈ your daily monitor summary feb 21 f,62.4
13587,13239,youre fast approaching your api cal ≈ your weekly monitor summary feb 14 ,61.24
13587,13218,youre fast approaching your api cal ≈ your daily monitor summary feb 19 f,61.9
13587,13212,youre fast approaching your api cal ≈ your daily monitor summary feb 18 f,61.99
13587,13203,youre fast approaching your api cal ≈ your daily monitor summary feb 17 f,61.44
13587,13201,youre fast approaching your api cal ≈ your daily monitor summary feb 16 f,61.28
13587,13200,youre fast approaching your api cal ≈ your daily monitor summary feb 15 f,61.75
13587,13198,youre fast approaching your api cal ≈ your daily monitor summary feb 14 f,62.02
13587,13194,youre fast approaching your api cal ≈ your daily monitor summary feb 13 f,61.97
13587,13193,youre fast approaching your api cal ≈ your weekly monitor summary feb 7 f,60.93
13587,13192,youre fast approaching your api cal ≈ demissao colaborador aviso previo t,51.78
13587,13190,youre fast approaching your api cal ≈ your daily monitor summary feb 12 f,62.28
13587,13189,youre fast approaching your api cal ≈ your daily monitor summary feb 11 f,62.4
13587,11871,youre fast approaching your api cal ≈ errors in the monitor monitoramento,54.33
13587,11861,youre fast approaching your api cal ≈ failures in the monitor monitoramen,56.01
13587,11820,youre fast approaching your api cal ≈ your weekly monitor summary jun 11 ,60.56
13587,11818,youre fast approaching your api cal ≈ your daily monitor summary jun 17 j,61.72
13587,11750,youre fast approaching your api cal ≈ critical repeated monitoring errors,57.56
13587,11678,youre fast approaching your api cal ≈ your daily monitor summary may 28 m,61.67
13587,11676,youre fast approaching your api cal ≈ your weekly monitor summary may 22 ,59.96
13514,13546,exclusao usuario sistema point serv ≈ cancelamento preventiva duplicada,51.68
13514,13092,exclusao usuario sistema point serv ≈ dashboard dispositivos,55.49
13514,13005,exclusao usuario sistema point serv ≈ mapa colaboradores novo,51.61
13514,12770,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,82.39
13514,12452,exclusao usuario sistema point serv ≈ edicao cracha usuario,52.15
13514,11910,exclusao usuario sistema point serv ≈ composicoes linkadas erradas sistem,50.39
13514,11871,exclusao usuario sistema point serv ≈ errors in the monitor monitoramento,50.02
13514,11849,exclusao usuario sistema point serv ≈ cancelameno preventivas,53.12
13514,11752,exclusao usuario sistema point serv ≈ issues resolved in the monitor moni,52.11
13586,13092,your daily monitor summary mar 6 ma ≈ dashboard dispositivos,50.89
13586,13006,your daily monitor summary mar 6 ma ≈ demissao colaborador aviso previo t,51.54
13586,12677,your daily monitor summary mar 6 ma ≈ tela gerencial nao aparece,52.4
13586,11871,your daily monitor summary mar 6 ma ≈ errors in the monitor monitoramento,59.47
13586,11861,your daily monitor summary mar 6 ma ≈ failures in the monitor monitoramen,58.87
13586,11752,your daily monitor summary mar 6 ma ≈ issues resolved in the monitor moni,65.35
13586,11750,your daily monitor summary mar 6 ma ≈ critical repeated monitoring errors,60.42
13583,13274,exclusao usuario sistema point serv ≈ cancelamento oss,50.81
13583,13117,exclusao usuario sistema point serv ≈ cancelamento preventivas miracemato,50.89
13583,13051,exclusao usuario sistema point serv ≈ solicitacao cancelamento,52.51
13583,12791,exclusao usuario sistema point serv ≈ enc cancelamento,50.71
13583,12728,exclusao usuario sistema point serv ≈ dados francisca,51.47
13583,12725,exclusao usuario sistema point serv ≈ cancelamento ordem araguacu,50.5
13583,12714,exclusao usuario sistema point serv ≈ nao visualizacao ordens servicos,50.71
13583,11996,exclusao usuario sistema point serv ≈ enc erro adicionar ordem servico pl,50.01
13583,11779,exclusao usuario sistema point serv ≈ atualizacao sistema,51.01
13582,13581,demissao colaborador aviso previo t ≈ cancelamento,51.57
13582,13513,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,78.24
13582,13268,demissao colaborador aviso previo t ≈ alteracao permissao,72.12
13582,13266,demissao colaborador aviso previo t ≈ re adicao obras point service,69.91
13582,13265,demissao colaborador aviso previo t ≈ adicao obras point service,59.47
13582,13264,demissao colaborador aviso previo t ≈ solicitacao acesso,51.17
13582,13260,demissao colaborador aviso previo t ≈ cadastro funcionario,75.7
13582,13255,demissao colaborador aviso previo t ≈ alteracao colaborador preventivas,53.18
13582,13252,demissao colaborador aviso previo t ≈ cancelamento preventivas,58.71
13582,13236,demissao colaborador aviso previo t ≈ demissao colaborador indenizadoterm,84.88
13582,13226,demissao colaborador aviso previo t ≈ cancelamento ordem servico unidade ,54.91
13582,13225,demissao colaborador aviso previo t ≈ transferencia ordens servico unidad,73.25
13582,13195,demissao colaborador aviso previo t ≈ fwd solicitacao acesso,56.31
13582,13215,demissao colaborador aviso previo t ≈ cadastro funcionarios,57.92
13582,13209,demissao colaborador aviso previo t ≈ mapa localizacao servico realizado,55.65
13582,12996,demissao colaborador aviso previo t ≈ inativacao usuarios goiania,61.3
13582,13197,demissao colaborador aviso previo t ≈ re exclusao usuario sistema point s,59.26
13582,13088,demissao colaborador aviso previo t ≈ solicitacao cadastro colaboradores ,67.47
13582,13020,demissao colaborador aviso previo t ≈ planilhas composicoes saude educaca,65.55
13582,13018,demissao colaborador aviso previo t ≈ solicitacao logins point service,53.15
13582,13017,demissao colaborador aviso previo t ≈ cadastro usuario gurupi,54.69
13582,13016,demissao colaborador aviso previo t ≈ mapa colaboradores,51.44
13582,13009,demissao colaborador aviso previo t ≈ mudar mensagem erro,54.14
13582,12998,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,60.05
13582,13005,demissao colaborador aviso previo t ≈ mapa colaboradores novo,52.41
13582,13001,demissao colaborador aviso previo t ≈ point sevice correcao cpf,54.87
13582,12999,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,61.62
13582,12995,demissao colaborador aviso previo t ≈ cadastro funcionario emater,61.78
13582,12993,demissao colaborador aviso previo t ≈ cadastro usuarios point service,58.81
13582,12991,demissao colaborador aviso previo t ≈ bug sistema paraiso,55.48
13582,12736,demissao colaborador aviso previo t ≈ cadastro conta point service,59.19
13582,12986,demissao colaborador aviso previo t ≈ inativacao usuario araguaina,64.4
13582,12985,demissao colaborador aviso previo t ≈ erro sistema nao vincula paraiso,56.39
13582,12920,demissao colaborador aviso previo t ≈ cadastro usuario point service,63.93
13582,12889,demissao colaborador aviso previo t ≈ filtro pesquisa usuario,52.38
13582,12888,demissao colaborador aviso previo t ≈ cadastro usuario hgp,60.1
13582,12817,demissao colaborador aviso previo t ≈ 07122024,75.69
13582,12820,demissao colaborador aviso previo t ≈ hrguarai sobre oss lancadas sistema,53.76
13582,12818,demissao colaborador aviso previo t ≈ solicitacao cadastro login sistema ,64.89
13582,12815,demissao colaborador aviso previo t ≈ solicitacao atualizacao permissoes,65.75
13582,12810,demissao colaborador aviso previo t ≈ criacao usuario point service,63.64
13582,12809,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,60.21
13582,12803,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,62.03
13582,12808,demissao colaborador aviso previo t ≈ consulta dispositivos,54.18
13582,12802,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,67.25
13582,12801,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,63.56
13582,12799,demissao colaborador aviso previo t ≈ teste 04,63.92
13582,12796,demissao colaborador aviso previo t ≈ exclusao usuario sistema point serv,66.58
13582,12788,demissao colaborador aviso previo t ≈ enc construtora portofs company3762,69.13
13582,12782,demissao colaborador aviso previo t ≈ alteracao versao microcontroladores,62.54
13582,12781,demissao colaborador aviso previo t ≈ solicitacao acesso point service,51.78
13582,12780,demissao colaborador aviso previo t ≈ enc problemas point service,55.99
13582,12778,demissao colaborador aviso previo t ≈ cadastro usuario,57.66
13582,12775,demissao colaborador aviso previo t ≈ enc construtora portoconstrutora po,64.79
13582,12771,demissao colaborador aviso previo t ≈ adicao novos colaboradores point se,57.36
13582,12770,demissao colaborador aviso previo t ≈ exclusao usuario sistema point serv,57.7
13582,12769,demissao colaborador aviso previo t ≈ exclusao usuario sistema point serv,55.08
13582,12752,demissao colaborador aviso previo t ≈ liberacao acesso regiao norte,64.93
13582,12740,demissao colaborador aviso previo t ≈ construtora porto sa,82.63
13582,12730,demissao colaborador aviso previo t ≈ solicitacao cadastro sistema point ,61.12
13582,12728,demissao colaborador aviso previo t ≈ dados francisca,61.96
13582,12727,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,67.59
13582,12726,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,62.18
13582,12722,demissao colaborador aviso previo t ≈ cadastro colaborador,66.54
13582,12721,demissao colaborador aviso previo t ≈ solicitacao cadastro funcionario si,65.46
13582,12714,demissao colaborador aviso previo t ≈ nao visualizacao ordens servicos,58.94
13582,12713,demissao colaborador aviso previo t ≈ enc construtora portoconstrutora po,56.75
13582,12712,demissao colaborador aviso previo t ≈ enc construtora portoconstrutora po,56.78
13582,12711,demissao colaborador aviso previo t ≈ enc construtora portoconstrutora po,57.24
13582,12710,demissao colaborador aviso previo t ≈ enc construtora portoconstrutora po,56.39
13582,12706,demissao colaborador aviso previo t ≈ cancelamento ordens augustinopolis,52.88
13582,12705,demissao colaborador aviso previo t ≈ cadastro usuarios goiania,53.43
13582,12704,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,58.31
13582,12702,demissao colaborador aviso previo t ≈ criacao login,50.89
13582,12701,demissao colaborador aviso previo t ≈ cancelamento preventiva,50.87
13582,12695,demissao colaborador aviso previo t ≈ problema cadastro equpamentos ativo,61.92
13582,12690,demissao colaborador aviso previo t ≈ cadastro csf v pedroso,51.28
13582,12689,demissao colaborador aviso previo t ≈ ola boa tarde preciso acesso pra ge,60.95
13582,12678,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,65.59
13582,12676,demissao colaborador aviso previo t ≈ enc construtora portoconstrutora po,69.61
13582,12661,demissao colaborador aviso previo t ≈ atribuicoes perfil point service,50.65
13582,12658,demissao colaborador aviso previo t ≈ cadastro,70.22
13582,12653,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,59.58
13582,12652,demissao colaborador aviso previo t ≈ 03112024,82.97
13582,12650,demissao colaborador aviso previo t ≈ enc construtora portofs company3428,70.42
13582,12616,demissao colaborador aviso previo t ≈ permissao acesso colaborador unidad,67.22
13582,12639,demissao colaborador aviso previo t ≈ permissao usuario,58.97
13582,12625,demissao colaborador aviso previo t ≈ problema preventivas mes outubro re,55.41
13582,12623,demissao colaborador aviso previo t ≈ falha localizacao roraima,57.64
13582,12622,demissao colaborador aviso previo t ≈ usuarios localizacao gurupi,58.56
13582,12615,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,62.0
13582,12613,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,63.22
13582,12612,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,65.03
13582,12607,demissao colaborador aviso previo t ≈ re solicitacao acesso laryssa monte,52.78
13582,12606,demissao colaborador aviso previo t ≈ usuarios nao aparecem mapa,54.2
13582,12599,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,62.81
13582,12598,demissao colaborador aviso previo t ≈ moldem problema,53.25
13582,12578,demissao colaborador aviso previo t ≈ smtp basic authentication,51.5
13582,12571,demissao colaborador aviso previo t ≈ enc construtora portoconstrutora po,71.91
13582,12566,demissao colaborador aviso previo t ≈ enc paraiso preventivas corretivas ,65.64
13582,12561,demissao colaborador aviso previo t ≈ solicitacao cadastro unidade,65.91
13582,12548,demissao colaborador aviso previo t ≈ enviando certeza enviamos estao diz,60.71
13582,12545,demissao colaborador aviso previo t ≈ senha acesso tambem disse,54.45
13582,12543,demissao colaborador aviso previo t ≈ acesso gestora caps girassol regiao,56.73
13582,12541,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,60.64
13582,12537,demissao colaborador aviso previo t ≈ solicitar acesso abrir,57.76
13582,12534,demissao colaborador aviso previo t ≈ criacao senha login,60.45
13582,12528,demissao colaborador aviso previo t ≈ assunto vazio,51.08
13582,12527,demissao colaborador aviso previo t ≈ fwd dados servidores,61.98
13582,12526,demissao colaborador aviso previo t ≈ colaboradores inativacao,50.83
13582,12520,demissao colaborador aviso previo t ≈ criacao formulario,52.97
13582,12515,demissao colaborador aviso previo t ≈ atualizacao sistema point service,62.48
13582,12490,demissao colaborador aviso previo t ≈ impressao orcamentos,50.18
13582,12486,demissao colaborador aviso previo t ≈ solicitacao usuarios saude tocantin,59.93
13582,12458,demissao colaborador aviso previo t ≈ enc camera sistema inoperante,63.71
13582,12440,demissao colaborador aviso previo t ≈ ciracao contas point service,70.14
13582,12429,demissao colaborador aviso previo t ≈ senha acesso,51.83
13582,12410,demissao colaborador aviso previo t ≈ cadastrar funcionario,72.09
13582,12408,demissao colaborador aviso previo t ≈ copiar permissao usuario,53.77
13582,12404,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,64.36
13582,12402,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,64.87
13582,12396,demissao colaborador aviso previo t ≈ fwd,61.07
13582,12378,demissao colaborador aviso previo t ≈ aplicativo problema,52.59
13582,12372,demissao colaborador aviso previo t ≈ ordens servico medicao contratos 03,57.21
13582,12355,demissao colaborador aviso previo t ≈ solicitacao hemocentro araguaina,53.17
13582,12353,demissao colaborador aviso previo t ≈ cadastro sistema point service,64.57
13582,12349,demissao colaborador aviso previo t ≈ solicitacao cadastro,63.45
13582,12312,demissao colaborador aviso previo t ≈ mudanca permissao usuario,58.3
13582,12310,demissao colaborador aviso previo t ≈ cadastro usuario sienge,53.27
13582,12266,demissao colaborador aviso previo t ≈ erro sistema lancamento corretiva,52.97
13582,12218,demissao colaborador aviso previo t ≈ re cadastrar funcionario,68.64
13582,12206,demissao colaborador aviso previo t ≈ proposta parceria,51.79
13582,12202,demissao colaborador aviso previo t ≈ adicionar usuario,65.76
13582,12140,demissao colaborador aviso previo t ≈ presentes dia pais natura ate 6x ju,61.41
13582,12104,demissao colaborador aviso previo t ≈ problemas email,53.71
13582,12102,demissao colaborador aviso previo t ≈ cadastra funcionario,55.97
13582,12095,demissao colaborador aviso previo t ≈ liberacao usurario point service,56.23
13582,12049,demissao colaborador aviso previo t ≈ remover vinculo cracha,53.71
13582,12004,demissao colaborador aviso previo t ≈ problema cadastro,53.85
13582,11981,demissao colaborador aviso previo t ≈ cancelamento ordens preventivas,53.67
13582,11943,demissao colaborador aviso previo t ≈ enc cadastro funcionario,56.48
13582,11941,demissao colaborador aviso previo t ≈ enc cadastro crachar,51.08
13582,11925,demissao colaborador aviso previo t ≈ acesso sistema cracha,70.02
13582,11912,demissao colaborador aviso previo t ≈ nao vincula solicitacao,52.84
13582,11904,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,63.95
13582,11902,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,61.58
13582,11885,demissao colaborador aviso previo t ≈ cadastro usuario araguaina,50.04
13582,11876,demissao colaborador aviso previo t ≈ construtora portoconstrutora porto ,62.91
13582,11867,demissao colaborador aviso previo t ≈ problema lancar solicitacao servico,55.37
13582,11861,demissao colaborador aviso previo t ≈ failures in the monitor monitoramen,51.07
13582,11859,demissao colaborador aviso previo t ≈ solicitacao cadastro colaborador,52.15
13582,11857,demissao colaborador aviso previo t ≈ fw solicitacao cadastro point servi,68.08
13582,11851,demissao colaborador aviso previo t ≈ novos itens,65.53
13582,11846,demissao colaborador aviso previo t ≈ acesso plataforma jira,54.91
13582,11840,demissao colaborador aviso previo t ≈ criacao usuario acesso admin,66.58
13582,11838,demissao colaborador aviso previo t ≈ alteracao formularios,52.49
13582,11824,demissao colaborador aviso previo t ≈ solicitacao cadastro colaboradores,63.84
13582,11816,demissao colaborador aviso previo t ≈ solicitacao mudanca funcao,61.68
13582,11774,demissao colaborador aviso previo t ≈ solicitacao inclusao anexo ix,64.43
13582,11760,demissao colaborador aviso previo t ≈ desvincular,52.92
13582,11754,demissao colaborador aviso previo t ≈ cadastro gestores point service,54.88
13582,11725,demissao colaborador aviso previo t ≈ problema preventivas regiao norte,51.1
13582,11703,demissao colaborador aviso previo t ≈ solicitacao recuperacao senha,65.02
13582,11700,demissao colaborador aviso previo t ≈ cadastrologin point service,60.69
13582,11698,demissao colaborador aviso previo t ≈ reativacao cadastro,50.43
13581,13480,cancelamento ≈ cancelamento,72.41
13581,13274,cancelamento ≈ cancelamento oss,70.12
13581,13268,cancelamento ≈ alteracao permissao,50.28
13581,13260,cancelamento ≈ cadastro funcionario,62.48
13581,13252,cancelamento ≈ cancelamento preventivas,75.47
13581,13238,cancelamento ≈ cancelamento preventiva,80.68
13581,13225,cancelamento ≈ transferencia ordens servico unidad,50.84
13581,13215,cancelamento ≈ cadastro funcionarios,63.86
13581,12996,cancelamento ≈ inativacao usuarios goiania,63.64
13581,13117,cancelamento ≈ cancelamento preventivas miracemato,56.03
13581,13088,cancelamento ≈ solicitacao cadastro colaboradores ,56.14
13581,13051,cancelamento ≈ solicitacao cancelamento,74.78
13581,13039,cancelamento ≈ problema filtro ordens,57.59
13581,12997,cancelamento ≈ aplicativo point service problema d,51.75
13581,13020,cancelamento ≈ planilhas composicoes saude educaca,52.2
13581,13016,cancelamento ≈ mapa colaboradores,50.64
13581,13005,cancelamento ≈ mapa colaboradores novo,51.83
13581,12995,cancelamento ≈ cadastro funcionario emater,57.79
13581,12991,cancelamento ≈ bug sistema paraiso,63.14
13581,12986,cancelamento ≈ inativacao usuario araguaina,58.72
13581,12985,cancelamento ≈ erro sistema nao vincula paraiso,64.81
13581,12889,cancelamento ≈ filtro pesquisa usuario,52.6
13581,12819,cancelamento ≈ problemas 035202420 valores servico,57.44
13581,12815,cancelamento ≈ solicitacao atualizacao permissoes,50.0
13581,12808,cancelamento ≈ consulta dispositivos,58.72
13581,12793,cancelamento ≈ cancelamento ordens alvorada,62.57
13581,12791,cancelamento ≈ enc cancelamento,64.51
13581,12790,cancelamento ≈ cancelamento ordens arapoema,60.05
13581,12786,cancelamento ≈ demissao colaborador aviso previo t,50.92
13581,12778,cancelamento ≈ cadastro usuario,56.64
13581,12767,cancelamento ≈ cancelamento ordem alvorada,55.43
13581,12752,cancelamento ≈ liberacao acesso regiao norte,52.51
13581,12741,cancelamento ≈ navegacao dashboard unidades,52.45
13581,12740,cancelamento ≈ construtora porto sa,53.39
13581,12725,cancelamento ≈ cancelamento ordem araguacu,84.13
13581,12722,cancelamento ≈ cadastro colaborador,59.36
13581,12721,cancelamento ≈ solicitacao cadastro funcionario si,51.83
13581,12720,cancelamento ≈ cancelamento ordem arraias,52.94
13581,12706,cancelamento ≈ cancelamento ordens augustinopolis,64.06
13581,12705,cancelamento ≈ cadastro usuarios goiania,50.96
13581,12695,cancelamento ≈ problema cadastro equpamentos ativo,52.85
13581,12677,cancelamento ≈ tela gerencial nao aparece,55.64
13581,12657,cancelamento ≈ cancelamento ordem xambioa,57.55
13581,12652,cancelamento ≈ 03112024,51.89
13581,12639,cancelamento ≈ permissao usuario,60.83
13581,12627,cancelamento ≈ solicitacao cancelamento ordens reg,67.64
13581,12626,cancelamento ≈ erro sincronizacao incidente status,59.31
13581,12625,cancelamento ≈ problema preventivas mes outubro re,57.91
13581,12624,cancelamento ≈ erro acesso tela crachas,50.27
13581,12608,cancelamento ≈ cancelamento ordem gurupi,57.88
13581,12607,cancelamento ≈ re solicitacao acesso laryssa monte,54.95
13581,12573,cancelamento ≈ erro sistema point service,65.16
13581,12572,cancelamento ≈ diferencas resultados calculos bdi ,59.76
13581,12571,cancelamento ≈ enc construtora portoconstrutora po,51.02
13581,12566,cancelamento ≈ enc paraiso preventivas corretivas ,54.34
13581,12554,cancelamento ≈ hrguarai sobre lancamento corretiva,53.07
13581,12553,cancelamento ≈ paraiso preventivas corretivas poin,61.55
13581,12551,cancelamento ≈ erro lancamento corretivas,58.03
13581,12532,cancelamento ≈ cancelamento preventiva xambioa,54.99
13581,12526,cancelamento ≈ colaboradores inativacao,62.17
13581,12515,cancelamento ≈ atualizacao sistema point service,57.0
13581,12509,cancelamento ≈ preventivas erro lancar,63.29
13581,12507,cancelamento ≈ preventiva nao sincroniza,57.39
13581,12504,cancelamento ≈ erro sistema,55.79
13581,12498,cancelamento ≈ cancelamento ordem arapoema,59.92
13581,12490,cancelamento ≈ impressao orcamentos,53.33
13581,12465,cancelamento ≈ erro cadastro equipamentos,58.38
13581,12460,cancelamento ≈ cadastro usuarios,64.27
13581,12410,cancelamento ≈ cadastrar funcionario,53.1
13581,12396,cancelamento ≈ fwd,58.25
13581,12380,cancelamento ≈ troca antena,55.14
13581,12378,cancelamento ≈ aplicativo problema,53.31
13581,12355,cancelamento ≈ solicitacao hemocentro araguaina,53.8
13581,12346,cancelamento ≈ preventivas plano manutencao cancel,50.71
13581,12340,cancelamento ≈ usuarios aparecem duplicados mapa,66.04
13581,12333,cancelamento ≈ cancelamento ordem anexo iii,52.63
13581,12332,cancelamento ≈ cancelamento ordem 80097042024,64.56
13581,12316,cancelamento ≈ treinamento point service,51.7
13581,12312,cancelamento ≈ mudanca permissao usuario,65.47
13581,12266,cancelamento ≈ erro sistema lancamento corretiva,60.44
13581,12202,cancelamento ≈ adicionar usuario,50.77
13581,12104,cancelamento ≈ problemas email,53.46
13581,12102,cancelamento ≈ cadastra funcionario,58.27
13581,12049,cancelamento ≈ remover vinculo cracha,55.42
13581,12004,cancelamento ≈ problema cadastro,68.83
13581,12000,cancelamento ≈ erro lancar preventiva,54.41
13581,11981,cancelamento ≈ cancelamento ordens preventivas,82.43
13581,11979,cancelamento ≈ boqueio sinal,51.94
13581,11920,cancelamento ≈ corretiva nao vincula solicitacao,51.81
13581,11912,cancelamento ≈ nao vincula solicitacao,60.89
13581,11910,cancelamento ≈ composicoes linkadas erradas sistem,56.91
13581,11884,cancelamento ≈ cancelamento ordem etsus,54.04
13581,11864,cancelamento ≈ problema vinculacao sistema point s,55.07
13581,11853,cancelamento ≈ problema lancar preventiva regiao n,51.74
13581,11851,cancelamento ≈ novos itens,64.72
13581,11849,cancelamento ≈ cancelameno preventivas,83.19
13581,11838,cancelamento ≈ alteracao formularios,56.9
13581,11816,cancelamento ≈ solicitacao mudanca funcao,70.05
13581,11762,cancelamento ≈ erro layout impressao point service,50.12
13581,11760,cancelamento ≈ desvincular,68.94
13581,11722,cancelamento ≈ bugs sistema point service,58.26
13581,11752,cancelamento ≈ issues resolved in the monitor moni,53.78
13581,11748,cancelamento ≈ erro tentar visualizar ordens corre,52.42
13513,13580,demissao colaborador aviso previo t ≈ your postman account is temporarily,50.05
13513,13546,demissao colaborador aviso previo t ≈ cancelamento preventiva duplicada,58.24
13513,13274,demissao colaborador aviso previo t ≈ cancelamento oss,50.48
13513,13184,demissao colaborador aviso previo t ≈ verify your email address postman,53.01
13513,13092,demissao colaborador aviso previo t ≈ dashboard dispositivos,52.16
13513,13051,demissao colaborador aviso previo t ≈ solicitacao cancelamento,59.67
13513,12997,demissao colaborador aviso previo t ≈ aplicativo point service problema d,50.47
13513,12887,demissao colaborador aviso previo t ≈ fw servidores cadastro realizacao t,52.61
13513,12793,demissao colaborador aviso previo t ≈ cancelamento ordens alvorada,51.59
13513,12791,demissao colaborador aviso previo t ≈ enc cancelamento,52.78
13513,12790,demissao colaborador aviso previo t ≈ cancelamento ordens arapoema,51.87
13513,12786,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,83.66
13513,12725,demissao colaborador aviso previo t ≈ cancelamento ordem araguacu,53.78
13513,12703,demissao colaborador aviso previo t ≈ cadasro funcionario,56.1
13513,12677,demissao colaborador aviso previo t ≈ tela gerencial nao aparece,55.41
13513,12626,demissao colaborador aviso previo t ≈ erro sincronizacao incidente status,56.36
13513,12624,demissao colaborador aviso previo t ≈ erro acesso tela crachas,53.22
13513,12573,demissao colaborador aviso previo t ≈ erro sistema point service,55.51
13513,12554,demissao colaborador aviso previo t ≈ hrguarai sobre lancamento corretiva,50.86
13513,12553,demissao colaborador aviso previo t ≈ paraiso preventivas corretivas poin,57.94
13513,12551,demissao colaborador aviso previo t ≈ erro lancamento corretivas,53.43
13513,12530,demissao colaborador aviso previo t ≈ sistema point service apresenta bug,52.77
13513,12509,demissao colaborador aviso previo t ≈ preventivas erro lancar,51.48
13513,12507,demissao colaborador aviso previo t ≈ preventiva nao sincroniza,56.97
13513,12504,demissao colaborador aviso previo t ≈ erro sistema,58.15
13513,12460,demissao colaborador aviso previo t ≈ cadastro usuarios,54.46
13513,12340,demissao colaborador aviso previo t ≈ usuarios aparecem duplicados mapa,53.52
13513,12316,demissao colaborador aviso previo t ≈ treinamento point service,54.34
13513,12302,demissao colaborador aviso previo t ≈ erro sistema point service distribu,56.12
13513,12092,demissao colaborador aviso previo t ≈ fwd pointservice atualizacao,51.6
13513,12000,demissao colaborador aviso previo t ≈ erro lancar preventiva,53.85
13513,11929,demissao colaborador aviso previo t ≈ monitoramento possivel intercorrenc,50.16
13513,11920,demissao colaborador aviso previo t ≈ corretiva nao vincula solicitacao,52.29
13513,11906,demissao colaborador aviso previo t ≈ erro lancar corretivas sistema,51.62
13513,11871,demissao colaborador aviso previo t ≈ errors in the monitor monitoramento,52.82
13513,11864,demissao colaborador aviso previo t ≈ problema vinculacao sistema point s,52.27
13513,11853,demissao colaborador aviso previo t ≈ problema lancar preventiva regiao n,52.41
13513,11849,demissao colaborador aviso previo t ≈ cancelameno preventivas,62.62
13513,11752,demissao colaborador aviso previo t ≈ issues resolved in the monitor moni,57.76
13513,11750,demissao colaborador aviso previo t ≈ critical repeated monitoring errors,56.24
13513,11748,demissao colaborador aviso previo t ≈ erro tentar visualizar ordens corre,51.67
13513,11718,demissao colaborador aviso previo t ≈ problema lancar preventivas regiao ,54.41
13580,13226,your postman account is temporarily ≈ cancelamento ordem servico unidade ,52.84
13580,13208,your postman account is temporarily ≈ payment is overdue your postman pla,70.34
13580,13184,your postman account is temporarily ≈ verify your email address postman,51.35
13580,13183,your postman account is temporarily ≈ your postman profile has been updat,57.42
13580,12993,your postman account is temporarily ≈ cadastro usuarios point service,50.13
13580,12320,your postman account is temporarily ≈ cadastro usuario,50.04
13580,11834,your postman account is temporarily ≈ receipt your automatic payment to p,60.16
13580,11828,your postman account is temporarily ≈ action required automatic payment d,59.95
13579,13266,liberacao contrato point service ≈ re adicao obras point service,59.24
13579,13265,liberacao contrato point service ≈ adicao obras point service,58.72
13579,13264,liberacao contrato point service ≈ solicitacao acesso,58.18
13579,13234,liberacao contrato point service ≈ demissao colaborador indenizadoterm,50.85
13579,13225,liberacao contrato point service ≈ transferencia ordens servico unidad,52.44
13579,13195,liberacao contrato point service ≈ fwd solicitacao acesso,61.09
13579,13222,liberacao contrato point service ≈ demissao colaborador aviso previo t,57.61
13579,13197,liberacao contrato point service ≈ re exclusao usuario sistema point s,55.87
