chamado_1,chamado_2,label,score
12054,12163,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.14
12054,12275,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.04
12054,12064,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.97
12054,12165,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.91
12054,11770,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.89
12052,12088,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.33
12052,12112,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.04
12052,12169,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.98
12052,12128,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.96
12052,12277,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.91
12050,12547,cancelamento ordem arapoema ≈ cancelamento ordem araguacu,92.38
12050,11898,cancelamento ordem arapoema ≈ cancelamento ordem araguacu,92.38
12050,12326,cancelamento ordem arapoema ≈ cancelamento ordem xambioa,92.07
12050,12657,cancelamento ordem arapoema ≈ cancelamento ordem xambioa,92.07
12050,11934,cancelamento ordem arapoema ≈ cancelamento ordem xambioa,92.07
12049,11972,remover vinculo cracha ≈ demissao colaborador aviso previo t,58.79
12049,12014,remover vinculo cracha ≈ demissao colaborador aviso previo t,58.3
12049,12652,remover vinculo cracha ≈ 03112024,58.29
12049,11682,remover vinculo cracha ≈ demissao colaborador aviso previo t,58.1
12049,11781,remover vinculo cracha ≈ demissao colaborador aviso previo t,57.27
12047,12547,cancelamento ordem arapoema ≈ cancelamento ordem araguacu,92.38
12047,11898,cancelamento ordem arapoema ≈ cancelamento ordem araguacu,92.38
12047,12326,cancelamento ordem arapoema ≈ cancelamento ordem xambioa,92.07
12047,12657,cancelamento ordem arapoema ≈ cancelamento ordem xambioa,92.07
12047,11934,cancelamento ordem arapoema ≈ cancelamento ordem xambioa,92.07
12046,11898,cancelamento ordem alvorada ≈ cancelamento ordem araguacu,93.67
12046,12547,cancelamento ordem alvorada ≈ cancelamento ordem araguacu,93.67
12046,12326,cancelamento ordem alvorada ≈ cancelamento ordem xambioa,92.94
12046,11934,cancelamento ordem alvorada ≈ cancelamento ordem xambioa,92.94
12046,12657,cancelamento ordem alvorada ≈ cancelamento ordem xambioa,92.94
12045,12600,hospital regional alvorada offline ≈ hospital regional pedro afonso offl,98.97
12045,12552,hospital regional alvorada offline ≈ hospital regional pedro afonso offl,98.97
12045,11959,hospital regional alvorada offline ≈ hospital regional pedro afonso offl,98.97
12045,12461,hospital regional alvorada offline ≈ hospital regional paraiso offline,98.44
12045,12432,hospital regional alvorada offline ≈ hospital regional paraiso offline,98.44
12044,11723,desvincular cracha ≈ cadastro cracha vinculo usuario,39.84
12044,11706,desvincular cracha ≈ alteracao unidade,39.04
12044,11708,desvincular cracha ≈ alteracao unidade,39.04
12044,12621,desvincular cracha ≈ vinculacao dispositivo gurupi,35.03
12044,12581,desvincular cracha ≈ vinculacao dispositivo roraima,33.72
12043,12679,hospital geral palmas switch 0532 o ≈ hospital geral roraima switch 0856,87.06
12043,12540,hospital geral palmas switch 0532 o ≈ hospital regional porto nacional of,79.92
12043,12336,hospital geral palmas switch 0532 o ≈ hospital regional araguaina ap 0641,78.37
12043,12390,hospital geral palmas switch 0532 o ≈ hospital geral palmas ap 0684,73.29
12043,12505,hospital geral palmas switch 0532 o ≈ hospital geral palmas offline,71.32
12042,12688,ativacao usuario ≈ inativacao usuario,84.51
12042,12538,ativacao usuario ≈ inativacao usuario,84.51
12042,11696,ativacao usuario ≈ criar usuario roraima,78.52
12042,12593,ativacao usuario ≈ criar usuario araguaina,77.7
12042,11885,ativacao usuario ≈ cadastro usuario araguaina,75.31
12041,11706,adicionar unidade ≈ alteracao unidade,62.66
12041,11708,adicionar unidade ≈ alteracao unidade,62.66
12041,12614,adicionar unidade ≈ unidades cadastrar point service,41.6
12041,11723,adicionar unidade ≈ cadastro cracha vinculo usuario,37.0
12041,12771,adicionar unidade ≈ adicao novos colaboradores point se,36.17
12040,12300,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.0
12040,12304,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.9
12040,13584,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.76
12040,13000,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.7
12040,13254,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.44
11992,12130,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.37
11992,12112,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.34
11992,12165,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.33
11992,12238,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.31
11992,12226,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.28
12038,12068,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.99
12038,12584,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.44
12038,12222,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.44
12038,12088,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.25
12038,12181,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.24
12036,12244,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.08
12036,12136,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.04
12036,12642,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.62
12036,13022,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.59
12036,12187,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.55
12034,12163,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.1
12034,12275,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.97
12034,12387,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.95
12034,12277,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.83
12034,12088,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.83
12032,12169,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.9
12032,12277,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.86
12032,12163,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.76
12032,12283,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.75
12032,12034,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.74
12030,12631,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.73
12030,12086,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.52
12030,12363,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.29
12030,12228,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.22
12030,12216,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.19
12028,12361,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.09
12028,11791,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.02
12028,12173,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.93
12028,12165,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.89
12028,12256,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.89
12026,12020,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.18
12026,12630,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.36
12026,12159,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.29
12026,11961,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.11
12026,12086,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.1
11947,12398,cadastro funcionarios ≈ cadastro funcionario,93.59
11947,12269,cadastro funcionarios ≈ cadastro funcionario,92.51
11947,12002,cadastro funcionarios ≈ cadastro funcionario,90.32
11947,12308,cadastro funcionarios ≈ cadastro funcionario,87.2
11947,13215,cadastro funcionarios ≈ cadastro funcionarios,86.65
12024,12708,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.57
12024,11736,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.5
12024,12128,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.5
12024,12147,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.4
12024,12745,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.33
12022,12128,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.29
12022,12088,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.13
12022,12052,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.9
12022,12066,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.89
12022,12673,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.89
12020,12026,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.18
12020,11729,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.74
12020,12034,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.66
12020,12159,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.66
12020,12630,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.64
12018,12222,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.51
12018,12068,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.19
12018,13038,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.17
12018,11787,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.08
12018,12668,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.96
12016,13211,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.21
12016,11974,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.01
12016,11684,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.86
12016,11990,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.86
12016,13033,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.83
12014,13034,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,97.93
12014,13032,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,97.01
12014,11988,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,96.89
12014,13187,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,96.34
12014,12006,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.53
12012,12467,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.43
12012,12108,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.88
12012,12275,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.83
12012,12106,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.65
12012,12084,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.63
12010,12244,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.27
12010,12683,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.21
12010,12175,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.0
12010,12145,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.93
12010,12136,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.9
12008,11783,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.81
12008,11990,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.18
12008,11740,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.07
12008,12244,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.97
12008,11797,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.86
12006,13032,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,96.14
12006,13030,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,96.05
12006,11781,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.91
12006,13034,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.6
12006,11988,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.55
12004,12340,problema cadastro ≈ usuarios aparecem duplicados mapa,76.82
12004,13207,problema cadastro ≈ cadastro funcionario,70.75
12004,12331,problema cadastro ≈ cadastro funcionario,70.28
12004,12291,problema cadastro ≈ cadastro funcionario,69.8
12004,13581,problema cadastro ≈ cancelamento,68.83
12002,12308,cadastro funcionario ≈ cadastro funcionario,96.53
12002,13215,cadastro funcionario ≈ cadastro funcionarios,95.97
12002,12269,cadastro funcionario ≈ cadastro funcionario,93.97
12002,12398,cadastro funcionario ≈ cadastro funcionario,92.57
12002,12102,cadastro funcionario ≈ cadastra funcionario,92.41
12000,12701,erro lancar preventiva ≈ cancelamento preventiva,69.08
12000,11838,erro lancar preventiva ≈ alteracao formularios,68.85
12000,12795,erro lancar preventiva ≈ cancelamento preventivas,67.33
12000,11853,erro lancar preventiva ≈ problema lancar preventiva regiao n,66.41
12000,13003,erro lancar preventiva ≈ erro sincronizar preventivas,66.28
11998,13183,erro postman ≈ your postman profile has been updat,58.63
11998,12660,erro postman ≈ mapa colaboradores nao aparece,50.34
11998,11805,erro postman ≈ payment is overdue your postman pla,48.79
11998,11826,erro postman ≈ payment is overdue your postman pla,48.6
11998,12994,erro postman ≈ payment is overdue your postman pla,48.53
11997,12814,hospital geral palmas offline ≈ hospital geral palmas offline,95.76
11997,11957,hospital geral palmas offline ≈ hospital geral palmas offline,95.76
11997,12345,hospital geral palmas offline ≈ hospital geral palmas offline,92.67
11997,12529,hospital geral palmas offline ≈ hospital regional gurupi offline,91.92
11997,11865,hospital geral palmas offline ≈ hospital regional alvorada offline,91.82
11996,11762,enc erro adicionar ordem servico pl ≈ erro layout impressao point service,64.08
11996,12558,enc erro adicionar ordem servico pl ≈ erro point service,62.48
11996,12791,enc erro adicionar ordem servico pl ≈ enc cancelamento,61.86
11996,12204,enc erro adicionar ordem servico pl ≈ pedido inclusao opcoes plataforma p,60.68
11996,12355,enc erro adicionar ordem servico pl ≈ solicitacao hemocentro araguaina,59.73
11994,12132,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.04
11994,12471,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.86
11994,12226,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.85
11994,12165,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.82
11994,12238,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.79
11990,11740,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.88
11990,12016,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.86
11990,11974,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.83
11990,11684,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.79
11990,13033,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.55
11988,12014,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,96.89
11988,13032,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,96.75
11988,12006,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.55
11988,13187,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.38
11988,13210,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.23
11986,12222,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.53
11986,12629,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.5
11986,12068,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.38
11986,12668,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.28
11986,13038,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.13
11984,11986,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.13
11984,12157,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.96
11984,12161,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.82
11984,11961,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.54
11984,12244,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.42
11982,11898,cancelamento ordem gurupi ≈ cancelamento ordem araguacu,93.59
11982,12547,cancelamento ordem gurupi ≈ cancelamento ordem araguacu,93.59
11982,12326,cancelamento ordem gurupi ≈ cancelamento ordem xambioa,93.44
11982,12657,cancelamento ordem gurupi ≈ cancelamento ordem xambioa,93.44
11982,11934,cancelamento ordem gurupi ≈ cancelamento ordem xambioa,93.44
11981,12701,cancelamento ordens preventivas ≈ cancelamento preventiva,91.39
11981,11705,cancelamento ordens preventivas ≈ cancelamento preventivas,90.62
11981,12318,cancelamento ordens preventivas ≈ cancelamento preventivas,90.42
11981,12100,cancelamento ordens preventivas ≈ cancelamento preventiva,90.1
11981,13226,cancelamento ordens preventivas ≈ cancelamento ordem servico unidade ,89.38
11979,12604,boqueio sinal ≈ exclusao usuario sistema point serv,72.03
11979,12561,boqueio sinal ≈ solicitacao cadastro unidade,71.51
11979,13196,boqueio sinal ≈ exclusao usuario sistema point serv,70.95
11979,12700,boqueio sinal ≈ exclusao usuario sistema point serv,70.25
11979,12563,boqueio sinal ≈ exclusao usuario sistema point serv,70.04
11977,11950,cadastro crachar ≈ cadastro funcionarios,90.08
11977,12579,cadastro crachar ≈ cadastro funcionario,86.99
11977,12335,cadastro crachar ≈ boa tarde solicito gentileza cadast,62.11
11977,12002,cadastro crachar ≈ cadastro funcionario,60.72
11977,11947,cadastro crachar ≈ cadastro funcionarios,60.07
11975,12042,criar usuario hgp ≈ ativacao usuario,61.9
11975,12783,criar usuario hgp ≈ pointservice hgr nao apresenta usua,59.3
11975,11696,criar usuario hgp ≈ criar usuario roraima,57.79
11975,12888,criar usuario hgp ≈ cadastro usuario hgp,54.52
11975,12382,criar usuario hgp ≈ permissao usuario,52.37
11974,12016,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.01
11974,11990,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.83
11974,13033,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.61
11974,13211,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.55
11974,13007,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.41
11865,12600,hospital regional alvorada offline ≈ hospital regional pedro afonso offl,98.97
11865,12552,hospital regional alvorada offline ≈ hospital regional pedro afonso offl,98.97
11865,11959,hospital regional alvorada offline ≈ hospital regional pedro afonso offl,98.97
11865,12461,hospital regional alvorada offline ≈ hospital regional paraiso offline,98.44
11865,12432,hospital regional alvorada offline ≈ hospital regional paraiso offline,98.44
11972,11682,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,95.17
11972,12014,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,94.13
11972,12006,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,93.53
11972,13032,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,93.5
11972,11781,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,93.1
11970,12171,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.22
11970,12250,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.07
11970,12742,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.85
11970,12130,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.85
11970,12214,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.77
11968,12718,escola estadual presidente costa si ≈ escola padre caleri offline provedo,81.05
11968,12666,escola estadual presidente costa si ≈ hospital regional arraias antena 07,75.02
11968,12484,escola estadual presidente costa si ≈ hospital comunitario arapoema anten,72.73
11968,11730,escola estadual presidente costa si ≈ hospital geral roraima antena 0885,70.08
11968,12390,escola estadual presidente costa si ≈ hospital geral palmas ap 0684,66.52
11967,12248,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.51
11967,12240,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.89
11967,12749,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.32
11967,12147,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,91.8
11967,12236,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,91.71
11965,11990,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.14
11965,12026,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.03
11965,12016,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.0
11965,11974,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.7
11965,12052,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.52
11963,12014,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,90.09
11963,11972,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,89.74
11963,13032,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,89.18
11963,11988,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,89.16
11963,12006,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,89.03
11961,12256,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.15
11961,12161,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.11
11961,12157,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.99
11961,12072,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.94
11961,12630,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.78
11959,11812,hospital regional pedro afonso offl ≈ hospital regional araguacu offline,99.07
11959,11847,hospital regional pedro afonso offl ≈ hospital regional araguacu offline,99.07
11959,13250,hospital regional pedro afonso offl ≈ hospital regional alvorada offline,98.97
11959,12045,hospital regional pedro afonso offl ≈ hospital regional alvorada offline,98.97
11959,11865,hospital regional pedro afonso offl ≈ hospital regional alvorada offline,98.97
11958,13214,hospital maternidade dona regina of ≈ hospital materno infantil tia dede ,94.82
11958,12427,hospital maternidade dona regina of ≈ hospital materno infantil tia dede ,94.82
11958,12595,hospital maternidade dona regina of ≈ hospital materno infantil tia dede ,93.43
11958,13253,hospital maternidade dona regina of ≈ hospital estadual araguacu offline,89.84
11958,12591,hospital maternidade dona regina of ≈ hospital materno infantil tia dede ,89.62
11957,12345,hospital geral palmas offline ≈ hospital geral palmas offline,96.93
11957,11997,hospital geral palmas offline ≈ hospital geral palmas offline,95.76
11957,12529,hospital geral palmas offline ≈ hospital regional gurupi offline,92.87
11957,13253,hospital geral palmas offline ≈ hospital estadual araguacu offline,92.54
11957,12313,hospital geral palmas offline ≈ hospital regional paraiso offline,92.48
11956,12621,vinculacao dispositivo ≈ vinculacao dispositivo gurupi,94.08
11956,11701,vinculacao dispositivo ≈ vinculacao dispositivo roraima,90.17
11956,12581,vinculacao dispositivo ≈ vinculacao dispositivo roraima,90.17
11956,11723,vinculacao dispositivo ≈ cadastro cracha vinculo usuario,67.18
11956,12697,vinculacao dispositivo ≈ lista dispositivos,66.17
11955,12547,cancelamento ordem arapoema ≈ cancelamento ordem araguacu,92.38
11955,11898,cancelamento ordem arapoema ≈ cancelamento ordem araguacu,92.38
11955,12326,cancelamento ordem arapoema ≈ cancelamento ordem xambioa,92.07
11955,12657,cancelamento ordem arapoema ≈ cancelamento ordem xambioa,92.07
11955,11934,cancelamento ordem arapoema ≈ cancelamento ordem xambioa,92.07
11954,13184,teste jira ≈ verify your email address postman,60.47
11954,12797,teste jira ≈ teste,58.43
11954,11952,teste jira ≈ teste,58.43
11954,12798,teste jira ≈ teste,58.43
11954,12887,teste jira ≈ fw servidores cadastro realizacao t,57.69
11952,11954,teste ≈ teste jira,58.43
11952,11929,teste ≈ monitoramento possivel intercorrenc,44.21
11952,11688,teste ≈ failures in the monitor monitoramen,41.42
11952,12799,teste ≈ teste 04,40.48
11952,11861,teste ≈ failures in the monitor monitoramen,39.42
11950,11977,cadastro funcionarios ≈ cadastro crachar,90.08
11950,12579,cadastro funcionarios ≈ cadastro funcionario,79.93
11950,11947,cadastro funcionarios ≈ cadastro funcionarios,70.3
11950,12002,cadastro funcionarios ≈ cadastro funcionario,60.9
11950,12335,cadastro funcionarios ≈ boa tarde solicito gentileza cadast,59.23
11948,12042,criar usuario hgp ≈ ativacao usuario,61.9
11948,12783,criar usuario hgp ≈ pointservice hgr nao apresenta usua,59.3
11948,11696,criar usuario hgp ≈ criar usuario roraima,57.79
11948,12888,criar usuario hgp ≈ cadastro usuario hgp,54.52
11948,12382,criar usuario hgp ≈ permissao usuario,52.37
11945,12334,hospital regional dianopolis offlin ≈ hospital regional paraiso offline,96.25
11945,11908,hospital regional dianopolis offlin ≈ hospital regional paraiso offline,96.25
11945,12313,hospital regional dianopolis offlin ≈ hospital regional paraiso offline,96.25
11945,12391,hospital regional dianopolis offlin ≈ hospital regional paraiso offline,96.25
11945,12424,hospital regional dianopolis offlin ≈ hospital regional paraiso offline,96.25
11944,11898,cancelamento ordem porto nacional ≈ cancelamento ordem araguacu,71.68
11944,12547,cancelamento ordem porto nacional ≈ cancelamento ordem araguacu,71.68
11944,12326,cancelamento ordem porto nacional ≈ cancelamento ordem xambioa,69.49
11944,11934,cancelamento ordem porto nacional ≈ cancelamento ordem xambioa,69.49
11944,12657,cancelamento ordem porto nacional ≈ cancelamento ordem xambioa,69.49
11943,11941,enc cadastro funcionario ≈ enc cadastro crachar,90.92
11943,12218,enc cadastro funcionario ≈ re cadastrar funcionario,86.02
11943,12329,enc cadastro funcionario ≈ cadastro funcionario,68.24
11943,12817,enc cadastro funcionario ≈ 07122024,66.93
11943,12320,enc cadastro funcionario ≈ cadastro usuario,63.63
11941,11943,enc cadastro crachar ≈ enc cadastro funcionario,90.92
11941,12218,enc cadastro crachar ≈ re cadastrar funcionario,75.77
11941,12817,enc cadastro crachar ≈ 07122024,64.69
11941,12652,enc cadastro crachar ≈ 03112024,56.89
11941,12058,enc cadastro crachar ≈ demissao colaborador aviso previo t,56.68
11939,12080,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,87.61
11939,12056,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,86.53
11939,12325,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,86.42
11939,12022,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,86.22
11939,12171,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,86.21
11935,11885,atualizacao usuario ≈ cadastro usuario araguaina,77.48
11935,12593,atualizacao usuario ≈ criar usuario araguaina,76.35
11935,12042,atualizacao usuario ≈ ativacao usuario,74.7
11935,11696,atualizacao usuario ≈ criar usuario roraima,70.6
11935,12382,atualizacao usuario ≈ permissao usuario,69.98
11934,12547,cancelamento ordem xambioa ≈ cancelamento ordem araguacu,97.34
11934,11898,cancelamento ordem xambioa ≈ cancelamento ordem araguacu,97.34
11934,12569,cancelamento ordem xambioa ≈ cancelamento ordem gurupi,93.44
11934,12608,cancelamento ordem xambioa ≈ cancelamento ordem gurupi,93.44
11934,11916,cancelamento ordem xambioa ≈ cancelamento ordem gurupi,93.44
11933,12547,cancelamento ordem arapoema ≈ cancelamento ordem araguacu,92.38
11933,11898,cancelamento ordem arapoema ≈ cancelamento ordem araguacu,92.38
11933,12326,cancelamento ordem arapoema ≈ cancelamento ordem xambioa,92.07
11933,12657,cancelamento ordem arapoema ≈ cancelamento ordem xambioa,92.07
11933,11934,cancelamento ordem arapoema ≈ cancelamento ordem xambioa,92.07
11932,12621,vinculacao dispositivo ≈ vinculacao dispositivo gurupi,94.08
11932,11701,vinculacao dispositivo ≈ vinculacao dispositivo roraima,90.17
11932,12581,vinculacao dispositivo ≈ vinculacao dispositivo roraima,90.17
11932,11723,vinculacao dispositivo ≈ cadastro cracha vinculo usuario,67.18
